,Time (EET),Ask,Bid,AskVolume,BidVolume
2768,2024-01-02 01:41:49.764,140.957,140.95,1.2,1.2
2769,2024-01-02 01:41:50.777,140.957,140.955,1.2,1.2
2770,2024-01-02 01:41:50.880,140.961,140.956,1.2,1.2
2771,2024-01-02 01:41:50.983,140.964,140.956,1.2,1.2
2772,2024-01-02 01:41:52.099,140.966,140.96,1.8,1.2
2773,2024-01-02 01:41:53.614,140.967,140.963,3.6,1.2
2774,2024-01-02 01:41:53.718,140.971,140.967,1.8,1.2
2775,2024-01-02 01:41:53.820,140.974,140.967,1.2,1.2
2776,2024-01-02 01:41:54.628,140.975,140.969,1.2,1.2
2777,2024-01-02 01:41:54.731,140.974,140.968,1.2,1.2
2778,2024-01-02 01:41:54.833,140.973,140.967,1.2,1.2
2779,2024-01-02 01:41:54.936,140.974,140.968,1.2,1.2
2780,2024-01-02 01:41:56.401,140.974,140.969,1.2,1.2
2781,2024-01-02 01:42:01.092,140.973,140.969,1.2,5.4
2782,2024-01-02 01:42:01.196,140.972,140.967,1.2,1.8
2783,2024-01-02 01:42:01.247,140.972,140.965,1.2,1.2
2784,2024-01-02 01:42:01.855,140.972,140.964,1.2,1.2
2785,2024-01-02 01:42:04.728,140.972,140.966,1.2,1.2
2786,2024-01-02 01:42:04.780,140.974,140.966,1.8,1.2
2787,2024-01-02 01:42:04.852,140.974,140.969,1.8,1.2
2788,2024-01-02 01:42:04.903,140.974,140.967,1.2,1.2
2789,2024-01-02 01:42:23.653,140.974,140.97,1.2,1.2
2790,2024-01-02 01:42:23.756,140.975,140.967,1.2,1.2
2791,2024-01-02 01:42:26.628,140.974,140.967,1.2,1.2
2792,2024-01-02 01:42:27.795,140.975,140.969,1.2,1.2
2793,2024-01-02 01:42:27.897,140.975,140.97,1.8,1.2
2794,2024-01-02 01:42:28.303,140.974,140.967,1.2,2.7
2795,2024-01-02 01:42:33.399,140.974,140.97,1.2,1.2
2796,2024-01-02 01:42:33.502,140.975,140.97,1.2,1.2
2797,2024-01-02 01:42:33.706,140.974,140.967,1.2,1.2
2798,2024-01-02 01:42:33.911,140.975,140.968,1.8,1.2
2799,2024-01-02 01:42:34.316,140.974,140.968,1.2,1.2
2800,2024-01-02 01:42:34.823,140.975,140.968,1.8,1.2
2801,2024-01-02 01:42:35.784,140.974,140.967,1.2,1.2
2802,2024-01-02 01:42:35.887,140.975,140.967,1.2,1.2
2803,2024-01-02 01:42:35.988,140.975,140.968,1.8,1.2
2804,2024-01-02 01:42:36.696,140.975,140.97,1.2,1.2
2805,2024-01-02 01:42:36.798,140.976,140.97,1.8,1.2
2806,2024-01-02 01:42:37.507,140.975,140.97,1.2,1.2
2807,2024-01-02 01:42:37.608,140.976,140.97,1.8,1.2
2808,2024-01-02 01:42:38.519,140.975,140.97,1.2,1.2
2809,2024-01-02 01:42:38.621,140.976,140.97,1.8,1.2
2810,2024-01-02 01:42:39.528,140.975,140.97,1.2,1.2
2811,2024-01-02 01:42:39.630,140.976,140.97,1.8,1.2
2812,2024-01-02 01:42:40.536,140.975,140.97,1.2,1.2
2813,2024-01-02 01:42:40.739,140.976,140.97,1.8,1.2
2814,2024-01-02 01:42:41.595,140.975,140.97,1.2,1.2
2815,2024-01-02 01:42:41.798,140.976,140.97,1.8,1.2
2816,2024-01-02 01:42:42.602,140.975,140.97,1.2,1.2
2817,2024-01-02 01:42:42.805,140.976,140.97,1.8,1.2
2818,2024-01-02 01:42:43.761,140.975,140.97,1.2,1.2
2819,2024-01-02 01:42:43.863,140.976,140.97,1.8,1.2
2820,2024-01-02 01:42:44.771,140.975,140.97,1.2,1.2
2821,2024-01-02 01:42:45.276,140.976,140.97,1.8,1.2
2822,2024-01-02 01:42:45.781,140.975,140.97,1.2,1.2
2823,2024-01-02 01:42:45.883,140.976,140.97,1.8,1.2
2824,2024-01-02 01:42:45.987,140.968,140.963,1.2,1.8
2825,2024-01-02 01:42:46.090,140.966,140.962,1.2,1.2
2826,2024-01-02 01:42:46.193,140.968,140.961,1.2,1.2
2827,2024-01-02 01:42:46.953,140.966,140.96,1.2,1.2
2828,2024-01-02 01:42:48.272,140.965,140.96,1.2,1.2
2829,2024-01-02 01:42:49.183,140.966,140.96,1.2,4.5
2830,2024-01-02 01:43:03.800,140.965,140.96,1.2,1.2
2831,2024-01-02 01:43:07.173,140.966,140.96,1.2,1.2
2832,2024-01-02 01:43:16.140,140.967,140.964,1.2,1.2
2833,2024-01-02 01:43:16.192,140.971,140.964,2.7,2.7
2834,2024-01-02 01:43:16.295,140.972,140.964,1.2,2.7
2835,2024-01-02 01:43:16.549,140.97,140.964,1.2,2.7
2836,2024-01-02 01:43:16.601,140.972,140.964,4.5,1.2
2837,2024-01-02 01:43:16.653,140.973,140.966,1.2,1.2
2838,2024-01-02 01:43:16.755,140.974,140.967,1.2,1.2
2839,2024-01-02 01:43:22.499,140.969,140.963,1.2,1.2
2840,2024-01-02 01:43:22.551,140.973,140.964,1.8,1.2
2841,2024-01-02 01:43:26.231,140.973,140.967,1.8,1.2
2842,2024-01-02 01:43:27.542,140.973,140.966,1.8,1.2
2843,2024-01-02 01:43:28.151,140.973,140.965,1.8,1.8
2844,2024-01-02 01:43:28.253,140.973,140.964,1.8,2.7
2845,2024-01-02 01:43:28.657,140.972,140.964,1.2,2.7
2846,2024-01-02 01:43:31.126,140.973,140.964,1.8,2.7
2847,2024-01-02 01:43:31.279,140.969,140.964,1.2,1.8
2848,2024-01-02 01:43:31.382,140.967,140.962,1.2,2.7
2849,2024-01-02 01:43:43.846,140.967,140.96,1.8,6.75
2850,2024-01-02 01:43:44.905,140.966,140.96,1.2,1.2
2851,2024-01-02 01:43:45.459,140.968,140.959,1.8,1.2
2852,2024-01-02 01:43:45.963,140.966,140.96,1.2,1.2
2853,2024-01-02 01:43:50.646,140.965,140.96,1.2,1.2
2854,2024-01-02 01:43:51.152,140.966,140.96,1.8,1.2
2855,2024-01-02 01:43:51.656,140.965,140.96,1.2,1.2
2856,2024-01-02 01:43:52.160,140.966,140.96,1.8,1.2
2857,2024-01-02 01:43:52.766,140.965,140.96,1.2,1.2
2858,2024-01-02 01:43:53.219,140.966,140.96,1.8,1.2
2859,2024-01-02 01:43:53.823,140.965,140.96,1.2,1.2
2860,2024-01-02 01:43:54.328,140.966,140.96,1.8,1.2
2861,2024-01-02 01:43:54.831,140.966,140.959,1.2,1.2
2862,2024-01-02 01:43:55.334,140.966,140.96,1.8,1.2
2863,2024-01-02 01:43:55.888,140.965,140.96,1.2,1.2
2864,2024-01-02 01:43:56.393,140.966,140.96,1.8,1.2
2865,2024-01-02 01:43:56.897,140.966,140.959,1.2,1.2
2866,2024-01-02 01:43:57.401,140.966,140.96,1.8,1.2
2867,2024-01-02 01:43:57.904,140.965,140.96,1.2,1.2
2868,2024-01-02 01:43:58.458,140.966,140.96,1.8,1.2
2869,2024-01-02 01:43:58.961,140.965,140.96,1.2,1.2
2870,2024-01-02 01:43:59.365,140.966,140.96,1.8,1.2
2871,2024-01-02 01:44:00.072,140.967,140.964,1.2,1.2
2872,2024-01-02 01:44:00.175,140.972,140.964,1.8,3.15
2873,2024-01-02 01:44:01.642,140.969,140.963,1.2,5.85
2874,2024-01-02 01:44:01.694,140.971,140.963,1.2,1.2
2875,2024-01-02 01:44:02.051,140.971,140.965,1.2,1.2
2876,2024-01-02 01:44:02.154,140.972,140.965,1.2,1.2
2877,2024-01-02 01:44:03.265,140.972,140.966,1.2,1.2
2878,2024-01-02 01:44:03.368,140.976,140.97,1.8,1.2
2879,2024-01-02 01:44:08.930,140.978,140.972,1.2,1.2
2880,2024-01-02 01:44:12.159,140.976,140.97,1.2,5.4
2881,2024-01-02 01:44:12.262,140.975,140.967,1.2,2.7
2882,2024-01-02 01:44:12.416,140.975,140.97,1.2,1.2
2883,2024-01-02 01:44:12.519,140.979,140.973,3.6,1.2
2884,2024-01-02 01:44:12.623,140.978,140.972,1.2,1.2
2885,2024-01-02 01:44:15.606,140.977,140.971,1.2,1.2
2886,2024-01-02 01:44:16.214,140.976,140.968,1.2,1.2
2887,2024-01-02 01:44:16.266,140.974,140.967,1.2,3.15
2888,2024-01-02 01:44:16.470,140.975,140.97,1.2,1.2
2889,2024-01-02 01:44:16.572,140.976,140.97,1.2,1.2
2890,2024-01-02 01:44:17.130,140.975,140.968,1.2,2.7
2891,2024-01-02 01:44:19.003,140.974,140.968,1.2,1.2
2892,2024-01-02 01:44:28.171,140.971,140.964,1.2,1.8
2893,2024-01-02 01:44:28.274,140.971,140.963,4.5,2.7
2894,2024-01-02 01:44:31.747,140.97,140.962,1.2,1.2
2895,2024-01-02 01:44:35.682,140.971,140.962,1.2,1.2
2896,2024-01-02 01:44:37.852,140.97,140.962,1.2,1.2
2897,2024-01-02 01:44:39.799,140.972,140.964,1.2,1.2
2898,2024-01-02 01:44:39.903,140.976,140.969,1.2,1.2
2899,2024-01-02 01:44:55.733,140.976,140.968,1.2,1.2
2900,2024-01-02 01:44:58.807,140.976,140.969,1.2,1.2
2901,2024-01-02 01:45:00.167,140.975,140.968,1.2,1.2
2902,2024-01-02 01:45:01.480,140.976,140.966,1.2,1.2
2903,2024-01-02 01:45:02.189,140.975,140.968,1.2,1.2
2904,2024-01-02 01:45:03.301,140.977,140.969,4.5,1.2
2905,2024-01-02 01:45:04.161,140.977,140.97,1.2,1.2
2906,2024-01-02 01:45:13.975,140.977,140.968,4.14,1.2
2907,2024-01-02 01:45:14.077,140.976,140.968,3.6,1.2
2908,2024-01-02 01:45:14.432,140.977,140.968,2.34,1.2
2909,2024-01-02 01:45:15.291,140.978,140.969,5.4,1.2
2910,2024-01-02 01:45:16.049,140.976,140.969,1.2,1.2
2911,2024-01-02 01:45:16.100,140.978,140.969,5.4,1.2
2912,2024-01-02 01:45:16.555,140.976,140.968,1.2,1.2
2913,2024-01-02 01:45:17.060,140.977,140.969,3.6,1.2
2914,2024-01-02 01:45:17.464,140.976,140.968,1.2,1.2
2915,2024-01-02 01:45:17.667,140.978,140.968,5.4,1.2
2916,2024-01-02 01:45:19.127,140.975,140.968,1.2,1.2
2917,2024-01-02 01:45:19.382,140.976,140.968,1.2,1.2
2918,2024-01-02 01:45:30.261,140.975,140.967,1.2,1.2
2919,2024-01-02 01:45:35.594,140.99,140.982,4.43,1.2
2920,2024-01-02 01:45:35.717,140.997,140.989,1.89,1.2
2921,2024-01-02 01:45:36.681,140.997,140.99,1.44,1.2
2922,2024-01-02 01:45:38.196,140.996,140.988,3.6,1.2
2923,2024-01-02 01:45:39.209,140.993,140.986,1.2,2.7
2924,2024-01-02 01:45:44.553,140.99,140.983,1.2,3.15
2925,2024-01-02 01:45:44.656,140.99,140.982,1.2,1.2
2926,2024-01-02 01:45:48.836,140.986,140.978,1.44,1.2
2927,2024-01-02 01:45:48.940,140.981,140.973,1.2,1.2
2928,2024-01-02 01:45:51.270,140.981,140.974,1.2,1.2
2929,2024-01-02 01:45:51.373,140.981,140.973,1.2,1.2
2930,2024-01-02 01:45:55.604,140.983,140.98,3.6,1.2
2931,2024-01-02 01:45:55.656,140.987,140.98,1.8,1.2
2932,2024-01-02 01:45:57.219,140.987,140.981,1.2,1.2
2933,2024-01-02 01:45:57.322,140.987,140.979,1.2,1.2
2934,2024-01-02 01:45:57.425,140.987,140.98,1.2,1.2
2935,2024-01-02 01:46:07.334,140.988,140.981,1.8,1.2
2936,2024-01-02 01:46:07.437,140.988,140.982,1.8,1.2
2937,2024-01-02 01:46:07.842,140.987,140.982,1.2,1.2
2938,2024-01-02 01:46:07.995,140.987,140.981,1.2,1.2
2939,2024-01-02 01:46:09.512,140.986,140.98,1.2,1.2
2940,2024-01-02 01:46:10.119,140.988,140.982,1.2,1.2
2941,2024-01-02 01:46:10.171,140.99,140.982,1.2,1.2
2942,2024-01-02 01:46:10.274,140.991,140.983,1.2,1.2
2943,2024-01-02 01:46:13.202,140.992,140.984,4.5,1.2
2944,2024-01-02 01:46:13.304,140.991,140.983,1.2,2.7
2945,2024-01-02 01:46:15.529,140.992,140.983,1.2,1.2
2946,2024-01-02 01:46:15.581,140.994,140.985,1.2,1.2
2947,2024-01-02 01:46:16.695,140.991,140.984,1.2,1.2
2948,2024-01-02 01:46:16.797,140.99,140.983,1.2,1.2
2949,2024-01-02 01:46:20.429,140.991,140.983,1.2,1.2
2950,2024-01-02 01:46:22.699,140.989,140.982,1.44,1.2
2951,2024-01-02 01:46:22.852,140.988,140.982,1.2,1.2
2952,2024-01-02 01:46:22.903,140.988,140.98,1.8,1.2
2953,2024-01-02 01:46:25.021,140.987,140.981,1.2,1.2
2954,2024-01-02 01:46:25.625,140.988,140.981,1.8,1.2
2955,2024-01-02 01:46:26.029,140.987,140.981,1.2,1.2
2956,2024-01-02 01:46:31.567,140.987,140.98,1.2,1.2
2957,2024-01-02 01:46:31.871,140.988,140.98,5.4,1.2
2958,2024-01-02 01:46:36.547,140.988,140.981,4.5,1.2
2959,2024-01-02 01:46:39.173,140.987,140.981,1.2,1.2
2960,2024-01-02 01:46:44.305,140.988,140.981,1.2,1.2
2961,2024-01-02 01:46:44.408,140.987,140.981,1.2,1.2
2962,2024-01-02 01:46:46.019,140.989,140.983,1.2,1.2
2963,2024-01-02 01:46:46.122,140.99,140.983,1.2,1.2
2964,2024-01-02 01:46:46.225,140.99,140.982,1.2,1.2
2965,2024-01-02 01:46:46.529,140.988,140.982,1.8,1.2
2966,2024-01-02 01:47:01.745,140.987,140.98,1.2,1.2
2967,2024-01-02 01:47:01.849,140.985,140.979,1.2,1.2
2968,2024-01-02 01:47:02.003,140.985,140.978,1.2,1.2
2969,2024-01-02 01:47:02.862,140.986,140.979,1.2,1.2
2970,2024-01-02 01:47:06.035,140.986,140.98,1.2,1.2
2971,2024-01-02 01:47:06.339,140.988,140.981,1.8,1.2
2972,2024-01-02 01:47:24.175,140.987,140.978,1.2,1.8
2973,2024-01-02 01:47:24.278,140.986,140.978,3.6,1.2
2974,2024-01-02 01:47:24.531,140.982,140.976,3.6,1.8
2975,2024-01-02 01:47:24.583,140.983,140.972,4.5,3.6
2976,2024-01-02 01:47:24.635,140.98,140.973,3.6,2.7
2977,2024-01-02 01:47:24.738,140.98,140.972,3.6,1.2
2978,2024-01-02 01:47:24.941,140.981,140.972,4.5,1.2
2979,2024-01-02 01:47:26.103,140.982,140.972,4.5,1.2
2980,2024-01-02 01:47:26.205,140.98,140.972,3.6,1.8
2981,2024-01-02 01:47:26.359,140.979,140.972,3.6,1.2
2982,2024-01-02 01:47:26.512,140.981,140.973,3.6,1.2
2983,2024-01-02 01:47:32.812,140.982,140.973,3.6,1.2
2984,2024-01-02 01:47:34.429,140.981,140.973,1.8,1.2
2985,2024-01-02 01:47:34.733,140.98,140.973,3.6,1.2
2986,2024-01-02 01:47:34.835,140.982,140.973,3.6,1.2
2987,2024-01-02 01:47:35.442,140.981,140.973,3.6,1.2
2988,2024-01-02 01:47:37.263,140.982,140.975,3.6,1.2
2989,2024-01-02 01:47:37.315,140.986,140.985,1.8,1.2
2990,2024-01-02 01:47:37.367,140.997,140.993,3.6,1.2
2991,2024-01-02 01:47:37.420,141.002,140.995,3.6,1.2
2992,2024-01-02 01:47:37.472,141.005,140.995,4.5,1.2
2993,2024-01-02 01:47:37.524,141.007,141.0,3.97,1.2
2994,2024-01-02 01:47:37.576,141.005,140.996,1.8,1.2
2995,2024-01-02 01:47:37.628,141.002,140.996,3.6,1.2
2996,2024-01-02 01:47:37.680,141.005,140.996,5.85,1.2
2997,2024-01-02 01:47:41.821,141.006,140.997,1.2,1.2
2998,2024-01-02 01:47:43.435,141.004,140.997,3.6,1.2
2999,2024-01-02 01:47:43.538,141.007,140.996,4.5,1.2
3000,2024-01-02 01:47:44.748,141.007,141.0,3.6,1.2
3001,2024-01-02 01:47:45.003,141.008,141.0,4.5,1.2
3002,2024-01-02 01:47:45.812,141.007,141.0,3.6,1.2
3003,2024-01-02 01:47:46.167,141.008,141.001,1.2,1.2
3004,2024-01-02 01:47:46.270,141.008,140.999,1.2,1.2
3005,2024-01-02 01:47:46.373,141.007,140.998,1.2,1.2
3006,2024-01-02 01:47:47.285,141.006,140.998,3.6,1.2
3007,2024-01-02 01:47:47.538,141.007,140.998,1.2,1.2
3008,2024-01-02 01:47:47.992,141.006,140.998,3.6,1.2
3009,2024-01-02 01:47:50.119,141.008,140.998,7.29,1.2
3010,2024-01-02 01:47:50.272,141.004,140.996,1.2,1.2
3011,2024-01-02 01:47:50.375,141.005,140.996,4.5,1.2
3012,2024-01-02 01:47:51.134,141.004,140.995,1.2,1.8
3013,2024-01-02 01:47:51.237,141.004,140.994,4.5,1.2
3014,2024-01-02 01:47:51.643,141.003,140.994,3.6,1.2
3015,2024-01-02 01:47:51.746,141.005,140.996,4.5,1.2
3016,2024-01-02 01:47:56.327,141.008,140.995,6.3,1.2
3017,2024-01-02 01:47:56.580,141.006,140.996,3.6,1.2
3018,2024-01-02 01:47:57.689,141.007,140.997,3.6,1.2
3019,2024-01-02 01:47:57.792,141.007,140.998,3.6,1.2
3020,2024-01-02 01:47:58.598,141.006,140.998,3.6,1.2
3021,2024-01-02 01:48:00.308,141.008,141.002,5.4,1.2
3022,2024-01-02 01:48:00.360,141.008,141.0,3.6,1.2
3023,2024-01-02 01:48:01.373,141.008,141.001,4.5,1.2
3024,2024-01-02 01:48:01.425,141.008,141.004,5.4,1.2
3025,2024-01-02 01:48:01.528,141.014,141.005,3.6,1.2
3026,2024-01-02 01:48:01.682,141.016,141.006,4.05,1.2
3027,2024-01-02 01:48:01.935,141.015,141.006,3.6,1.2
3028,2024-01-02 01:48:02.139,141.021,141.013,1.1,1.2
3029,2024-01-02 01:48:02.242,141.02,141.017,1.2,1.2
3030,2024-01-02 01:48:02.346,141.027,141.022,1.2,1.2
3031,2024-01-02 01:48:03.713,141.027,141.024,1.2,1.2
3032,2024-01-02 01:48:03.765,141.03,141.026,1.2,1.2
3033,2024-01-02 01:48:03.868,141.037,141.027,4.5,1.2
3034,2024-01-02 01:48:03.971,141.037,141.028,4.5,1.2
3035,2024-01-02 01:48:04.173,141.035,141.028,3.6,1.2
3036,2024-01-02 01:48:04.578,141.035,141.027,3.6,1.2
3037,2024-01-02 01:48:05.133,141.036,141.027,3.6,1.2
3038,2024-01-02 01:48:05.438,141.037,141.027,4.5,1.2
3039,2024-01-02 01:48:05.540,141.035,141.027,3.6,1.2
3040,2024-01-02 01:48:06.298,141.035,141.028,3.6,1.2
3041,2024-01-02 01:48:06.350,141.037,141.028,6.3,1.2
3042,2024-01-02 01:48:06.652,141.035,141.028,3.6,1.2
3043,2024-01-02 01:48:07.157,141.037,141.028,6.3,1.2
3044,2024-01-02 01:48:07.460,141.037,141.029,4.5,1.2
3045,2024-01-02 01:48:07.512,141.035,141.028,3.6,1.2
3046,2024-01-02 01:48:07.817,141.037,141.028,4.5,1.2
3047,2024-01-02 01:48:08.070,141.036,141.028,3.6,1.2
3048,2024-01-02 01:48:08.275,141.037,141.034,1.2,2.7
3049,2024-01-02 01:48:08.380,141.04,141.036,4.5,1.2
3050,2024-01-02 01:48:08.432,141.044,141.033,3.6,1.2
3051,2024-01-02 01:48:08.483,141.043,141.032,3.6,4.5
3052,2024-01-02 01:48:08.686,141.045,141.032,5.4,1.2
3053,2024-01-02 01:48:08.839,141.045,141.033,3.6,1.8
3054,2024-01-02 01:48:08.941,141.044,141.033,3.6,1.8
3055,2024-01-02 01:48:09.347,141.043,141.033,3.6,1.2
3056,2024-01-02 01:48:09.500,141.044,141.032,3.6,1.2
3057,2024-01-02 01:48:10.069,141.041,141.031,3.6,1.2
3058,2024-01-02 01:48:10.173,141.027,141.022,4.5,1.2
3059,2024-01-02 01:48:10.225,141.027,141.018,6.3,3.6
3060,2024-01-02 01:48:10.279,141.021,141.017,3.97,1.8
3061,2024-01-02 01:48:10.381,141.024,141.015,3.5,1.2
3062,2024-01-02 01:48:10.535,141.024,141.015,3.5,1.2
3063,2024-01-02 01:48:10.689,141.021,141.014,3.97,1.2
3064,2024-01-02 01:48:11.398,141.027,141.023,3.6,1.2
3065,2024-01-02 01:48:11.501,141.034,141.024,4.5,1.2
3066,2024-01-02 01:48:11.806,141.035,141.026,3.6,1.2
3067,2024-01-02 01:48:11.858,141.037,141.026,2.07,1.2
3068,2024-01-02 01:48:11.910,141.034,141.025,3.6,1.2
3069,2024-01-02 01:48:11.962,141.036,141.025,1.8,1.2
3070,2024-01-02 01:48:12.215,141.037,141.025,5.4,1.2
3071,2024-01-02 01:48:12.468,141.034,141.025,3.6,1.2
3072,2024-01-02 01:48:12.773,141.034,141.023,3.6,1.2
3073,2024-01-02 01:48:12.825,141.035,141.025,3.6,1.2
3074,2024-01-02 01:48:12.927,141.035,141.026,3.6,1.2
3075,2024-01-02 01:48:13.381,141.035,141.025,3.6,1.2
3076,2024-01-02 01:48:13.637,141.037,141.024,4.5,1.2
3077,2024-01-02 01:48:15.349,141.035,141.025,3.6,1.2
3078,2024-01-02 01:48:15.904,141.036,141.025,4.5,1.2
3079,2024-01-02 01:48:16.057,141.034,141.025,3.6,1.2
3080,2024-01-02 01:48:16.413,141.035,141.025,3.6,1.2
3081,2024-01-02 01:48:16.566,141.035,141.024,3.6,1.2
3082,2024-01-02 01:48:17.071,141.034,141.026,3.6,1.2
3083,2024-01-02 01:48:17.174,141.036,141.029,3.6,1.2
3084,2024-01-02 01:48:17.479,141.037,141.029,1.2,1.2
3085,2024-01-02 01:48:18.337,141.036,141.029,3.6,1.2
3086,2024-01-02 01:48:18.691,141.037,141.029,4.5,1.2
3087,2024-01-02 01:48:19.344,141.036,141.029,3.6,1.2
3088,2024-01-02 01:48:19.750,141.037,141.032,4.5,1.2
3089,2024-01-02 01:48:19.803,141.041,141.03,1.2,2.7
3090,2024-01-02 01:48:19.855,141.04,141.034,1.2,1.2
3091,2024-01-02 01:48:19.907,141.044,141.031,3.6,1.8
3092,2024-01-02 01:48:20.010,141.045,141.031,3.6,1.2
3093,2024-01-02 01:48:20.264,141.044,141.034,3.6,1.2
3094,2024-01-02 01:48:20.367,141.045,141.034,3.6,1.2
3095,2024-01-02 01:48:21.378,141.043,141.032,3.6,1.2
3096,2024-01-02 01:48:21.531,141.044,141.03,3.6,1.2
3097,2024-01-02 01:48:21.886,141.044,141.031,3.6,1.2
3098,2024-01-02 01:48:22.441,141.044,141.032,3.6,1.2
3099,2024-01-02 01:48:22.544,141.045,141.035,3.6,1.2
3100,2024-01-02 01:48:22.951,141.045,141.033,1.2,1.2
3101,2024-01-02 01:48:23.156,141.045,141.035,3.6,1.2
3102,2024-01-02 01:48:23.762,141.046,141.035,3.6,1.2
3103,2024-01-02 01:48:24.067,141.044,141.035,3.6,1.2
3104,2024-01-02 01:48:24.271,141.046,141.035,3.6,1.2
3105,2024-01-02 01:48:24.574,141.045,141.035,3.6,1.2
3106,2024-01-02 01:48:26.186,141.037,141.033,3.6,1.2
3107,2024-01-02 01:48:26.239,141.037,141.031,4.5,1.8
3108,2024-01-02 01:48:26.291,141.035,141.031,3.6,1.8
3109,2024-01-02 01:48:26.342,141.035,141.029,3.6,1.2
3110,2024-01-02 01:48:26.445,141.037,141.025,4.5,1.2
3111,2024-01-02 01:48:26.701,141.037,141.024,3.6,1.2
3112,2024-01-02 01:48:28.167,141.036,141.027,3.6,1.2
3113,2024-01-02 01:48:28.672,141.037,141.027,4.5,1.2
3114,2024-01-02 01:48:29.579,141.036,141.027,3.6,1.2
3115,2024-01-02 01:48:30.285,141.037,141.027,4.5,1.2
3116,2024-01-02 01:48:30.789,141.036,141.027,3.6,1.2
3117,2024-01-02 01:48:31.345,141.038,141.026,4.5,1.2
3118,2024-01-02 01:48:31.598,141.038,141.027,1.2,1.2
3119,2024-01-02 01:48:31.650,141.039,141.029,2.7,1.2
3120,2024-01-02 01:48:31.753,141.037,141.028,1.2,1.2
3121,2024-01-02 01:48:33.017,141.037,141.025,4.5,1.8
3122,2024-01-02 01:48:33.272,141.037,141.026,4.5,1.2
3123,2024-01-02 01:48:33.324,141.037,141.031,4.5,1.2
3124,2024-01-02 01:48:33.376,141.043,141.037,1.8,1.2
3125,2024-01-02 01:48:33.479,141.047,141.04,1.8,1.2
3126,2024-01-02 01:48:33.735,141.047,141.041,1.2,1.2
3127,2024-01-02 01:48:33.787,141.047,141.039,4.5,1.2
3128,2024-01-02 01:48:33.890,141.048,141.037,5.4,1.2
3129,2024-01-02 01:48:34.093,141.046,141.038,3.6,1.2
3130,2024-01-02 01:48:34.145,141.045,141.036,3.6,1.2
3131,2024-01-02 01:48:35.104,141.045,141.04,3.6,2.22
3132,2024-01-02 01:48:35.163,141.05,141.047,1.2,1.2
3133,2024-01-02 01:48:35.215,141.056,141.047,1.2,1.2
3134,2024-01-02 01:48:36.179,141.056,141.053,1.2,1.2
3135,2024-01-02 01:48:36.231,141.061,141.051,3.6,1.2
3136,2024-01-02 01:48:36.333,141.062,141.05,3.6,1.2
3137,2024-01-02 01:48:36.386,141.062,141.058,2.7,1.2
3138,2024-01-02 01:48:36.437,141.066,141.058,4.5,1.2
3139,2024-01-02 01:48:36.591,141.066,141.057,4.5,1.2
3140,2024-01-02 01:48:37.300,141.065,141.057,3.6,1.2
3141,2024-01-02 01:48:37.706,141.066,141.057,4.5,1.2
3142,2024-01-02 01:48:39.119,141.064,141.056,1.8,1.2
3143,2024-01-02 01:48:39.171,141.063,141.054,3.6,1.2
3144,2024-01-02 01:48:39.324,141.065,141.055,1.2,1.2
3145,2024-01-02 01:48:42.103,141.064,141.055,3.6,1.2
3146,2024-01-02 01:48:42.155,141.064,141.053,3.6,1.2
3147,2024-01-02 01:48:42.561,141.065,141.053,3.6,1.2
3148,2024-01-02 01:48:42.664,141.066,141.054,4.5,1.2
3149,2024-01-02 01:48:42.766,141.066,141.055,4.5,1.2
3150,2024-01-02 01:48:43.123,141.065,141.055,3.6,1.2
3151,2024-01-02 01:48:43.679,141.066,141.055,4.5,1.2
3152,2024-01-02 01:48:46.496,141.055,141.05,3.6,1.8
3153,2024-01-02 01:48:46.600,141.06,141.056,1.8,1.2
3154,2024-01-02 01:48:46.703,141.064,141.056,3.6,1.2
3155,2024-01-02 01:48:46.806,141.064,141.057,3.6,1.2
3156,2024-01-02 01:48:46.958,141.066,141.057,5.4,1.2
3157,2024-01-02 01:48:47.060,141.065,141.055,4.5,1.2
3158,2024-01-02 01:48:47.265,141.066,141.057,4.5,1.2
3159,2024-01-02 01:48:47.924,141.066,141.058,4.5,1.2
3160,2024-01-02 01:48:48.026,141.066,141.057,4.5,1.2
3161,2024-01-02 01:48:49.639,141.065,141.058,3.6,1.2
3162,2024-01-02 01:48:50.245,141.065,141.056,3.6,1.2
3163,2024-01-02 01:48:50.298,141.066,141.059,1.2,1.2
3164,2024-01-02 01:48:50.755,141.066,141.057,4.5,1.2
3165,2024-01-02 01:48:50.858,141.069,141.061,4.05,1.2
3166,2024-01-02 01:48:50.961,141.069,141.06,3.6,2.7
3167,2024-01-02 01:48:51.165,141.07,141.06,3.6,1.2
3168,2024-01-02 01:48:51.369,141.071,141.063,3.6,1.2
3169,2024-01-02 01:48:51.471,141.072,141.063,3.6,1.2
3170,2024-01-02 01:48:51.575,141.074,141.062,3.6,2.7
3171,2024-01-02 01:48:51.626,141.074,141.064,3.6,1.2
3172,2024-01-02 01:48:51.829,141.073,141.064,3.6,1.2
3173,2024-01-02 01:48:52.083,141.075,141.066,1.2,1.2
3174,2024-01-02 01:48:52.135,141.074,141.064,3.6,1.2
3175,2024-01-02 01:48:52.693,141.075,141.064,4.5,1.2
3176,2024-01-02 01:48:54.716,141.076,141.073,5.85,1.2
3177,2024-01-02 01:48:54.768,141.078,141.074,1.8,1.2
